,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
4761,80044888,Movie,Crazy Beautiful You,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Pascual",Philippines,"August 6, 2019",2015,TV-PG,114 min,"Comedies, Dramas, International Movies",A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.
4762,80050006,Movie,I'm Brent Morin,Lance Bangs,Brent Morin,United States,"August 6, 2019",2015,TV-MA,67 min,Stand-Up Comedy,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician."
4763,80002621,Movie,Jim Jefferies : BARE,Shannon Hartman,Jim Jefferies,United States,"August 6, 2019",2014,NR,77 min,Stand-Up Comedy,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control."
4764,81145273,Movie,Professor Mack,Christopher Nolen,"Lisa Wu, Timon Kyle Durrett, Robert Christopher Riley, Erica Hubbard, Amin Joseph, Christopher Nolen, Larry Biela, Jackie Christie, Katharin 'Ladie K' Mraz, Simeon Henderson",United States,"August 6, 2019",2018,TV-MA,84 min,"Comedies, Romantic Movies","When a confident college professor is courted by four eligible and well-established men, she struggles to decide who she likes the best."
4765,81047680,Movie,Screwball,Billy Corben,,United States,"August 6, 2019",2018,TV-MA,105 min,"Documentaries, Sports Movies",A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.
4766,81001278,Movie,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,Sebastian Maniscalco,United States,"August 6, 2019",2016,TV-MA,63 min,Stand-Up Comedy,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors."
4767,80164979,Movie,Jake's Buccaneer Blast,,"Megan Richie, Riley Thomas Stewart, Jadon Sand, David Arquette, Jeff Bennett, Corey Burton, Adam Wylie, Dee Bradley Baker",,"August 6, 2017",2014,TV-Y,22 min,Movies,"Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land."
4768,80165221,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin, Grant George, JP Karliak, Jim Meskimen, Bumper Robinson, Roger Craig Smith, Fred Tatasciore, Travis Willingham, Mick Wingert",United States,"August 6, 2017",2015,TV-Y7,22 min,Children & Family Movies,"When Ultron seizes control of Iron Man's armor, the Avengers race to save their friend and stop an evil plot to take over the world."
4769,81035838,Movie,Alarmoty in the Land of Fire,,,,"August 5, 2019",2017,TV-14,94 min,"Comedies, International Movies","While vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization."
4770,81035835,Movie,Detention Letter,Mohamed Samy,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy",Egypt,"August 5, 2019",2017,TV-14,99 min,"Action & Adventure, International Movies",A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.
4771,81143771,Movie,Enter the Anime,Alex Burunova,"Kozo Morishita, Yoko Takahashi, Shinji Aramaki, Kenji Kamiyama","United States, Japan","August 5, 2019",2019,TV-MA,59 min,"Documentaries, International Movies","What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers."
4772,80208295,Movie,No One Will Ever Know,Jesús Torres Torres,"Adriana Paz, Jorge A. Jiménez, David Medel, Arcelia Ramírez, Luciano Marti, Joanna Larequi, Claudia Santiago, Paul Choza, Gabriel Casanova, Alisson Santiago, Manuel Ojeda, Ofelia Medina, Silvia Pasquel",Mexico,"August 5, 2019",2017,TV-MA,102 min,"Dramas, International Movies",A mother and young son escape into their own imaginations to ignore the reality of their lives in rural Mexico.
4774,80138681,Movie,Enter the Warriors Gate,Matthias Hoene,"Jeff Daniels, Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Francis Ng, Ni Ni","France, China, Canada","August 5, 2017",2016,PG-13,105 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","An avid gamer is magically transported to ancient China, where he must become a warrior in order to save the princess from an evil warlord."
4775,80167488,Movie,Lady Bloodfight,Chris Nahon,"Amy Johnston, Muriel Hofmann, Jenny Wu, Kathy Wu, Jet Tranter, Mayling Ng",Hong Kong,"August 5, 2017",2016,R,101 min,Action & Adventure,An American travels to Hong Kong in hopes of winning a lucrative – but potentially deadly – all-female underground fighting tournament.
4776,80142222,Movie,Operation Mekong,Dante Lam,"Eddie Peng, Zhang Hanyu, Carl Ng, Ken Lo, Pawarith Monkolpisit, Jonathan Wu","China, Hong Kong","August 5, 2017",2016,TV-MA,124 min,"Action & Adventure, International Movies","In a dangerous area of the Mekong River, a drug raid ending in 13 deaths arouses the suspicions of a narcotics officer who sets out to find the truth."
4777,80156927,Movie,Sky on Fire,Ringo Lam,"Daniel Wu, Joseph Chang, Amber Kuo, Zhang Jingchu, Ruoyun Zhang","China, Hong Kong","August 5, 2017",2016,TV-MA,100 min,"Action & Adventure, International Movies",The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.
4778,80108759,Movie,David Cross: Making America Great Again!,Alex Coletti,David Cross,United States,"August 5, 2016",2016,TV-MA,73 min,Stand-Up Comedy,"Cross skewers Donald Trump, religious taboos and American swagger in a provocative night of comedy at the Paramount Theatre in Austin, Texas."
4779,80057578,Movie,The Little Prince,Mark Osborne,"Jeff Bridges, Rachel McAdams, Paul Rudd, Bud Cort, Marion Cotillard, Benicio Del Toro, James Franco, Ricky Gervais, Paul Giamatti, Riley Osborne, Albert Brooks, Mackenzie Foy",France,"August 5, 2016",2016,PG,107 min,Children & Family Movies,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid."
4780,80018296,Movie,Yellowbird,Christian De Vita,"Dakota Fanning, Seth Green, Christine Baranski, Zachary Gordon, Richard Kind, Danny Glover, Elliott Gould, Ryan Lee, Jim Rash, Yvette Nicole Brown, Kostja Ullmann","France, Belgium","August 5, 2015",2014,PG,90 min,"Children & Family Movies, Comedies","An orphaned bird tags along with a flock on their long migration to Africa and becomes a hero when his newfound ""family"" runs into trouble."
4781,70303426,Movie,2 States,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,"August 4, 2018",2014,TV-PG,143 min,"Comedies, Dramas, International Movies","Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences."
4782,80104648,Movie,Baaghi,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",India,"August 4, 2018",2016,TV-14,127 min,"Action & Adventure, International Movies",A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.
4783,80992995,Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",India,"August 4, 2018",2018,TV-MA,100 min,"Comedies, Dramas, International Movies",Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder.
4784,80234491,Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li","Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa","China, Japan","August 4, 2018",2018,TV-PG,74 min,"Anime Features, International Movies, Romantic Movies","Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China."
4785,80124724,Movie,Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",Alan Saldaña,Mexico,"August 4, 2017",2017,TV-MA,54 min,Stand-Up Comedy,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.
4787,80168079,Movie,Icarus,Bryan Fogel,"Bryan Fogel, Grigory Rodchenkov",United States,"August 4, 2017",2017,TV-MA,121 min,"Documentaries, Sports Movies",An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.
4788,80155475,Movie,Message from the King,Fabrice Du Welz,"Chadwick Boseman, Luke Evans, Teresa Palmer, Alfred Molina, Natalie Martinez, Tom Felton, Dale Dickey, Sibongile Mlambo","United Kingdom, France, Belgium, United States","August 4, 2017",2017,TV-MA,103 min,"Independent Movies, Thrillers","On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles."
4792,70254350,Movie,Chennai Express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,"August 31, 2018",2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
4794,70033611,Movie,"Justice, My Foot!",Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",Hong Kong,"August 31, 2018",1992,TV-14,95 min,"Action & Adventure, Comedies, International Movies",Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.
4796,80997863,Movie,Prince Charming,Wong Jing,"Kenny Bee, Cherie Chung, Chan Pak-cheung, Rosamund Kwan, Maggie Cheung",Hong Kong,"August 31, 2018",1984,TV-PG,93 min,"Comedies, International Movies, Romantic Movies","Two young buddies seek love in Hawaii, and upon returning home in disappointment, soon entangle themselves in a messy identity swap."
4797,80114719,Movie,The Laws of Thermodynamics,Mateo Gil,"Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Andrea Ros, Irene Escolar, Josep Maria Pou, Daniel Sánchez Arévalo",Spain,"August 31, 2018",2018,TV-MA,101 min,"Comedies, International Movies, Romantic Movies","A physicist uses the laws of thermodynamics to describe romance and relationships, but his theories prove faulty when it comes to his own love life."
4800,80042182,Movie,The Eichmann Show,Paul Andrew Williams,"Martin Freeman, Anthony LaPaglia, Rebecca Front, Andy Nyman, Nicholas Woodeson, Ben Addis, Caroline Bartleet, Ed Birch, Dylan Edwards, Nathaniel Gleed, Ben Lloyd-Hughes, Vaidotas Martinaitis, Zora Bishop",United Kingdom,"August 31, 2017",2015,TV-MA,96 min,"Dramas, International Movies",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.
4801,81034010,Movie,Back to School,"Rémy Four, Julien War","Ludovik, Jérôme Niel, Nicolas Berno, Johann Dionnet, Caroline Anglade, Joséphine Draï, Pauline Deshons, Marc Riso, Romain Lancry, Nicolas Lumbreras, Claire Tran, Pitcho Womba Konga",,"August 30, 2019",2019,TV-MA,84 min,"Comedies, International Movies","Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion."
4803,81091381,Movie,Feo pero sabroso,Fernando Ayllón,"Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo",Colombia,"August 30, 2019",2018,TV-MA,91 min,"Comedies, International Movies","When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped."
4804,81141694,Movie,Mi amigo Alexis,Alejandro Fernández Almendras,"Luciano González, Alexis Sánchez, Daniel Muñoz, Ignacia Uribe, Marco Baeza, Manuela Oyarzún, Camilo Carmona, Alejandra Yañez, Lorna Campos, Gustavo Becerra",Chile,"August 30, 2019",2019,TV-PG,102 min,"Children & Family Movies, Comedies, Dramas","When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game."
4809,80209658,Movie,Unbridled,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",Spain,"August 30, 2019",2018,TV-MA,100 min,"International Movies, Thrillers","Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life."
4810,81006598,Movie,The Surrounding Game,"Will Lockhart, Cole D. Pruitt",,United States,"August 30, 2018",2018,TV-14,98 min,Documentaries,"Teens in America dedicate themselves to the Asian game of Go, which originated in ancient China, drawing meaningful life lessons along the way."
4811,80994162,Movie,Misfit,Erwin van den Eshof,"Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, Défano Holwijn, Luca Gilliot",Netherlands,"August 3, 2019",2017,TV-14,81 min,"Children & Family Movies, Comedies, International Movies","After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school."
4814,80174897,Movie,Like Father,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",United States,"August 3, 2018",2018,TV-MA,104 min,"Comedies, Dramas","After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father."
4816,80173176,Movie,The Invisible Guardian,Fernando González Molina,"Marta Etura, Elvira Mínguez, Francesc Orella, Itziar Aizpuru, Nene, Miquel Fernández, Pedro Casablanc, Colin McFarlane, Benn Northover","Spain, Germany","August 3, 2017",2017,TV-MA,129 min,"International Movies, Thrillers","When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past."
4817,81167494,Movie,Expo,Joseph Mbah,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",United States,"August 29, 2019",2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim."
