,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
3252,80220085,Movie,Occupation,Luke Sparke,"Daniel Ewing, Temuera Morrison, Stephanie Jacobsen, Rhiannon Fish, Zachary Garred, Izzy Stephens, Charles Terrier, Charles Mesure, Felix Williamson, Jacqueline McKenzie, Aaron Jeffery, Bruce Spence",Australia,"January 3, 2019",2018,R,120 min,"Action & Adventure, Sci-Fi & Fantasy","When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders."
3253,80244855,Movie,Pope Francis: A Man of His Word,Wim Wenders,Pope Francis,"Switzerland, Vatican City, Italy, Germany, France","January 3, 2019",2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies","Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age."
3254,80134966,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Jen Kirkman,United States,"January 3, 2017",2017,TV-MA,69 min,Stand-Up Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
3255,80220813,Movie,Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michael Peña, Hannah John-Kamen, Laurence Fishburne, Michelle Pfeiffer, Walton Goggins, T.I., Judy Greer, Bobby Cannavale, David Dastmalchian, Abby Ryder Fortson, Randall Park",United States,"January 29, 2019",2018,PG-13,118 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission."
3256,81048561,Movie,Bhasmasur,Nishil Sheth,"Imran Rasheed, Mittal Chouhan, Trimala Adhikari, Bhushan Vikas, Ravi Goswami, Raghav Dutt, Kumkum Chouhan, Rohan Mobarsa",India,"January 29, 2019",2017,TV-14,74 min,"Dramas, Independent Movies, International Movies","In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
3257,80237903,Movie,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Manny Rodriguez,Gabriel Iglesias,,"January 29, 2019",2019,TV-14,91 min,Stand-Up Comedy,"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019."
3258,81026705,Movie,High Society,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",South Korea,"January 29, 2019",2018,TV-MA,137 min,"Dramas, International Movies","A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
3260,80122209,Movie,Up Among  The Stars,Zoe Berriatúa,"Luis Callejo, Jorge Andreu, Macarena Gómez, Magüi Mira, Álvaro Roig, María Morales, José Luis García Pérez, Kiti Mánver, Ingrid García Jonsson, Liz Lobato",Spain,"January 29, 2019",2018,TV-MA,86 min,"Dramas, International Movies, Sci-Fi & Fantasy","A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
3261,80109193,Movie,Holy Camp!,"Javier Ambrossi, Javier Calvo","Macarena García, Anna Castillo, Belén Cuesta, Gracia Olayo, Richard Collins-Moore, Llum Barrera, Secun de la Rosa, María Isabel Díaz, Víctor Elías, Henry Méndez, Esti Quesada",Spain,"January 29, 2018",2017,TV-14,108 min,"Comedies, Dramas, Faith & Spirituality","In this musical comedy, two rebellious teen girls who love electronic music have a life-changing brush with the divine at a camp run by nuns."
3262,80208468,Movie,Hostages,Federico Lemos,,,"January 29, 2018",2017,TV-MA,91 min,"Documentaries, International Movies","Witnesses recount the shocking 1996 hostage crisis in Lima, Peru, where rebels held scores of high-level figures captive at an ambassador's residence."
3263,80214582,Movie,Patient Seventeen,Jeremy Kenyon Lockyer Corbell,,United States,"January 29, 2018",2017,TV-14,68 min,Documentaries,A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.
3264,80168198,Movie,The Force,Peter Nicks,,United States,"January 29, 2018",2017,TV-MA,92 min,Documentaries,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change."
3265,80117940,Movie,Journey to Greenland,Sébastien Betbeder,"Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Adam Eskilden",France,"January 29, 2017",2016,TV-14,99 min,"Comedies, International Movies","When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds."
3266,80998786,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,"Daryle Lamont Jenkins, Richard Spencer",,"January 28, 2019",2018,TV-MA,106 min,Documentaries,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
3267,81047898,Movie,Habibie & Ainun,Faozan Rizal,"Reza Rahadian, Bunga Citra Lestari, Tio Pakusadewo, Ratna Riantiarno, Mike Lucock, Vitta Mariana Barrazza, Christoffer Nelwan","Indonesia, Singapore","January 28, 2019",2012,TV-14,125 min,"Dramas, International Movies, Romantic Movies","This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives."
3268,81057249,Movie,Nathicharami,Mansore,"Sruthi Hariharan, Sanchari Vijay, Sharanya, Balaji Manohar, Greeshma Sridhar, Harshil Koushik, Shaanthala, Gopalkrishna Deshpande",India,"January 28, 2019",2018,TV-14,114 min,"Dramas, Independent Movies, International Movies","Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
3269,81047900,Movie,Rudy Habibie,Hanung Bramantyo,"Reza Rahadian, Chelsea Islan, Dian Nitami, Indah Permatasari, Ernest Prakasa, Boris Bokir, Rey Bong, Cornelio Sunny, Pandji Pragiwaksono, Bastian Bintang Simbolon",Indonesia,"January 28, 2019",2016,TV-14,143 min,"Dramas, International Movies","A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia."
3270,81047899,Movie,Surga Yang Tak Dirindukan,Kuntz Agus,"Fedi Nuril, Laudya Cynthia Bella, Raline Shah, Sandrinna Michelle, Kemal Pahlevi, Tanta Ginting, Zaskia Adya Mecca, Landung Simatupang, Ray Sitoresmi, Vitta Mariana Barrazza",Indonesia,"January 28, 2019",2015,TV-14,121 min,"Dramas, Faith & Spirituality, International Movies","After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first."
3271,81047901,Movie,Surga Yang Tak Dirindukan 2,"Hanung Bramantyo, Meisa Felaroze","Fedi Nuril, Raline Shah, Laudya Cynthia Bella, Reza Rahadian, Nora Danish",Indonesia,"January 28, 2019",2017,TV-14,119 min,"Dramas, Faith & Spirituality, International Movies","In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle."
3273,70279637,Movie,Frozen Planet: On Thin Ice,,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,47 min,Movies,David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there.
3274,80049171,Movie,Frozen Planet: The Epic Journey,,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,52 min,Movies,"Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south."
3277,80099016,Movie,IBOY,Adam Randall,"Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi",United Kingdom,"January 27, 2017",2017,TV-MA,91 min,"International Movies, Sci-Fi & Fantasy, Thrillers","When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge."
3280,60024962,Movie,Biggie & Tupac,Nick Broomfield,Nick Broomfield,United Kingdom,"January 26, 2019",2002,R,108 min,"Documentaries, Music & Musicals","British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls, digging up some surprises in the process."
3281,81031181,Movie,Goyo: The Boy General,Jerrold Tarog,"Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado, Gwen Zamora, Jeffrey Quizon, Alvin Anson, Empress Schuck, Perla Bautista, Benjamin Alves",Philippines,"January 26, 2019",2018,TV-MA,150 min,"Dramas, International Movies","Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
3282,80107084,Movie,A Futile and Stupid Gesture,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",United States,"January 26, 2018",2018,TV-MA,102 min,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
3284,80196589,Movie,Fakkah Fuzz: Almost Banned,Michael McKay,Fakkah Fuzz,Singapore,"January 26, 2018",2018,TV-MA,61 min,Stand-Up Comedy,Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore.
3285,80183089,Movie,Mau Nieto: Viviendo sobrio… desde el bar,,Mau Nieto,Mexico,"January 26, 2018",2018,TV-MA,57 min,Stand-Up Comedy,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober."
3286,80125818,Movie,Mune: Guardian of the Moon,"Alexandre Heboyan, Benoît Philippon","Joshua J. Ballard, Nicole Provost, Trevor Devall, Michael Dobson, Jonathan Love, Davey Grant",France,"January 26, 2018",2014,PG,85 min,Children & Family Movies,"When the old guardian of the moon retires, the mischievous Mune is chosen as his successor, but he worries he's not up to the job."
3287,80192138,Movie,Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",Sebastián Marcelo Wainraich,Argentina,"January 26, 2018",2018,TV-MA,49 min,Stand-Up Comedy,"Argentine comedian Sebastián Wainraich highlights the comedy in everyday life, from minibars to reasons why funerals are better than weddings."
3288,80169801,Movie,13TH: A Conversation with Oprah Winfrey & Ava DuVernay,,"Oprah Winfrey, Ava DuVernay",,"January 26, 2017",2017,,37 min,Movies,"Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system."
3289,80239629,Movie,Animas,"Laura Alvea, José Ortuño","Clare Durant, Iván Pellicer, Luis Bermejo, Liz Lobato, Chacha Huang, Ángela Molina","Spain, Belgium","January 25, 2019",2018,TV-MA,88 min,"Horror Movies, International Movies",A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
3293,81023638,Movie,Mi Obra Maestra,Gastón Duprat,"Guillermo Francella, Luis Brandoni, Raúl Arévalo, Andrea Frigerio, María Soldi, Mónica Duprat, Mahmoud Azim, Santiago Korovsky, Julio Marticorena, Alejandro Paker","Argentina, Spain","January 25, 2019",2018,TV-MA,105 min,"Comedies, International Movies","A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
3294,80223052,Movie,Polar,,,"United States, Germany","January 25, 2019",2019,TV-MA,119 min,"Action & Adventure, International Movies","An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out."
3296,80190283,Movie,Acts of Vengeance,Isaac Florentine,"Antonio Banderas, Karl Urban, Paz Vega, Robert Forster, Clint Dyer, Cristina Serafini, Lillian Blankenship, Atanas Srebrev, Mark Rhino Smith","Bulgaria, United States","January 25, 2018",2017,R,87 min,"Action & Adventure, International Movies","Devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge."
3297,80148920,Movie,O Silêncio do Céu,Marco Dutra,"Leonardo Sbaraglia, Carolina Dieckmann, Chino Darín, Alvaro Armand Ugon, Mirella Pascual, Roberto Suárez, Paula Cohen, Dylan Cortes, Priscila Bellora, Gabriela Freire, María Mendive",Brazil,"January 25, 2017",2016,TV-MA,102 min,"Dramas, International Movies","After being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge."
3299,80233925,Movie,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,"Adam Sandler, Selena Gomez, Kevin James, Kathryn Hahn, Andy Samberg, David Spade, Steve Buscemi, Fran Drescher, Molly Shannon, Mel Brooks, Keegan-Michael Key",United States,"January 24, 2019",2018,PG,97 min,"Children & Family Movies, Comedies","It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family."
3300,81021098,Movie,Just Love,"Andy Caballero, Diego Corsini","Franco Masini, Yamila Saud, Victorio D'Alessandro, Andrea Frigerio, Gerardo Romano, Bautista Lena, Josefina Ramírez, Noel Schajris, Diana Hernández, Daniela Aita",Argentina,"January 24, 2019",2018,TV-MA,96 min,"Dramas, International Movies, Music & Musicals","Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
3301,80194737,Movie,Blockbuster,July Hygreck,"Syrus Shahidi, Lionel Abelanski, Charlotte Gabris, Tom Hygreck, Sylvain Quimene, Laura Boujenah, Foed Amara",France,"January 24, 2018",2017,TV-MA,85 min,"Comedies, Independent Movies, International Movies","Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches an elaborate scheme to win back his superhero-loving girlfriend, Lola."
3303,80192062,Movie,Ricardo Quevedo: Hay gente así,"Raúl Campos, Jan Suter",Ricardo Quevedo,Colombia,"January 24, 2018",2018,TV-MA,59 min,Stand-Up Comedy,"Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more."
3304,80193614,Movie,The Good Catholic,Paul Shoulberg,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",United States,"January 24, 2018",2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.
3305,80117453,Movie,Cristela Alonzo: Lower Classy,Marcus Raboy,Cristela Alonzo,United States,"January 24, 2017",2017,TV-MA,67 min,Stand-Up Comedy,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy."
3306,70296733,Movie,Mitt,Greg Whiteley,Mitt Romney,United States,"January 24, 2014",2014,TV-PG,93 min,Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.
3308,70109891,Movie,Planet 51,Jorge Blanco,"Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman, Seann William Scott, John Cleese, Freddie Benedict, Alan Marriott, Mathew Horne, James Corden","Spain, United Kingdom, United States","January 23, 2019",2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely."
3309,80003479,Movie,Iceman,Law Wing-cheong,"Donnie Yen, Wang Baoqiang, Shengyi Huang, Yu Kang, Simon Yam, Lam Suet, Singh Hartihan Bitto, Mark Wu","China, Hong Kong","January 23, 2018",2014,R,104 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle."
3310,80163053,Movie,My Entire High School Sinking Into the Sea,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph, Susan Sarandon, Thomas Jay Ryan, Alex Karpovsky, Louisa Krause, John Cameron Mitchell, Matthew Maher",United States,"January 23, 2018",2016,PG-13,77 min,"Comedies, Independent Movies","After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars."
3311,80208684,Movie,Todd Glass: Act Happy,Scott Moran,Todd Glass,United States,"January 23, 2018",2018,TV-MA,63 min,Stand-Up Comedy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.
3312,80124680,Movie,Gad Gone Wild,Mario Rouleau,Gad Elmaleh,France,"January 23, 2017",2017,TV-MA,57 min,Stand-Up Comedy,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.
3314,70302480,Movie,Iliza Shlesinger: Freezing Hot,,Iliza Shlesinger,,"January 23, 2015",2015,TV-MA,72 min,Stand-Up Comedy,"Smart and brazen comedian Iliza Shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women."
3315,80175405,Movie,Countdown to Death: Pablo Escobar,"Santiago Diaz, Pablo Martin Farina",,,"January 22, 2018",2017,TV-MA,69 min,"Documentaries, International Movies","Through rare interviews, images and wiretap audio, this documentary reconstructs the last nine years of Colombian drug lord Pablo Escobar's life."
3317,80214777,Movie,Where's the Money,Scott Zabielski,"Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta",United States,"January 22, 2018",2017,R,86 min,Comedies,"Hunting for a stash of stolen money, a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity."
3318,80079427,Movie,Ricardo O'Farrill Abrazo Genial,"Raúl Campos, Jan Suter",Ricardo O'Farrill,Mexico,"January 22, 2016",2016,TV-MA,92 min,Stand-Up Comedy,"Ricardo O'Farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery."
3321,80149575,Movie,Caida del Cielo,Néstor Sánchez Sotelo,"Muriel Santa Ana, Peto Menahem, Héctor Díaz, Sebastián Wainraich, Karina K., Hernán Jiménez, Fabián Forte, Verónica Intile",Argentina,"January 20, 2017",2016,NR,78 min,"Comedies, International Movies, Romantic Movies","When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together."
3322,80144448,Movie,Pink,Aniruddha Roy Chowdhury,"Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar",India,"January 20, 2017",2016,NR,130 min,"Dramas, International Movies","A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture."
3323,80100936,Movie,Take the 10,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",United States,"January 20, 2017",2017,TV-MA,80 min,Comedies,Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.
3324,80192420,Movie,Half Girlfriend,Mohit Suri,"Arjun Kapoor, Shraddha Kapoor, Vikrant Massey, Seema Biswas, Rhea Chakraborty, Sujata Sehgal, Anisa Butt",India,"January 2, 2020",2017,TV-PG,129 min,"Dramas, International Movies, Romantic Movies","Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise."
3328,771476,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",United Kingdom,"January 2, 2019",1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies",The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
3329,80213401,Movie,Haunters: The Art of the Scare,Jon Schnitzer,,United States,"January 2, 2018",2017,TV-MA,89 min,"Documentaries, Horror Movies","This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned."
3330,80198056,Movie,Mustang Island,Craig Elrod,"Macon Blair, Lee Eddy, John Merriman, Byron Brown, Jason Newman",United States,"January 2, 2018",2017,TV-14,86 min,"Comedies, Dramas, Independent Movies","After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way."
3331,80208083,Movie,The Jack King Affair,"Benjamin Cohen, Nicolas Cotto",,France,"January 2, 2018",2015,TV-14,52 min,"Documentaries, International Movies",This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.
3332,80045818,Movie,Auschwitz: Blueprints of Genocide,Mike Rossiter,Roy Marsden,United Kingdom,"January 19, 2019",1994,TV-PG,49 min,Documentaries,Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.
3333,80195429,Movie,Harith Iskander: I Told You So,Michael McKay,Harith Iskander,United States,"January 19, 2018",2018,TV-PG,62 min,Stand-Up Comedy,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more."
3334,80158485,Movie,Step Sisters,Charles Stone III,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",United States,"January 19, 2018",2018,TV-14,108 min,Comedies,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship."
3335,80198661,Movie,The Open House,"Matt Angel, Suzanne Coote","Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins, Aaron Abrams, Edward Olson, Katie Walder, Paul Rae",United States,"January 19, 2018",2018,TV-MA,95 min,"Horror Movies, Thrillers","Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them."
3336,80119375,Movie,Good Kids,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,"January 19, 2017",2016,R,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
3337,70271454,Movie,The Bling Ring,Sofia Coppola,"Emma Watson, Leslie Mann, Carlos Miranda, Israel Broussard, Taissa Farmiga, Katie Chang, Georgia Rock, Claire Julien","United States, United Kingdom, France, Germany, Japan","January 18, 2020",2013,R,91 min,"Dramas, Independent Movies","Based on fact, this comic thriller tracks the saga of the Hollywood Hills Burglar Bunch, who used the Web to time their robberies of stars' homes."
3338,80207371,Movie,Close,,"Noomi Rapace, Sophie Nélisse, Indira Varma, George Georgiou, Christopher Sciueref, Eoin Macken","United Kingdom, United States","January 18, 2019",2019,TV-MA,95 min,"Action & Adventure, International Movies","When attackers target the heiress she's protecting, battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back."
3339,81035279,Movie,FYRE: The Greatest Party That Never Happened,Chris Smith,,United States,"January 18, 2019",2019,TV-MA,98 min,Documentaries,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
3340,80134721,Movie,IO,Jonathan Helpert,"Margaret Qualley, Anthony Mackie, Danny Huston",United States,"January 18, 2019",2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
3341,81041182,Movie,Lady-Like,,"Allie Gallerani, Beverly D'Angelo, Olivia Luccardi, Stephanie Simbari, Nick Clark, Brian Wiles",United States,"January 18, 2019",2018,NC-17,83 min,"Comedies, Independent Movies","After she pushes her best friend Kort to date a handsome transfer student, college student Allie is left to tackle adulthood on her own."
3344,81038976,Movie,Old Lord Savanna,André D'Elia,Leonardo Ribeiro,Brazil,"January 18, 2019",2018,TV-PG,96 min,"Documentaries, International Movies",This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
3345,80988257,Movie,Patria,Matías Gueilburt,Paco Ignacio Taibo II,Mexico,"January 18, 2019",2019,TV-MA,90 min,"Documentaries, International Movies","Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
3346,81023713,Movie,Soni,Ivan Ayr,"Geetika Vidya Ohlyan, Saloni Batra, Mohinder Gujral, Mohit Chauhan, Vikas Shukla, Gauri Chakraborty, Simrat Kaur, Dimple Kaur",India,"January 18, 2019",2018,TV-MA,97 min,"Dramas, Independent Movies, International Movies","While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
3349,80174219,Movie,Bad Day for the Cut,Chris Baugh,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",United Kingdom,"January 18, 2018",2017,TV-MA,99 min,"Independent Movies, International Movies, Thrillers","A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion."
3351,80133139,Movie,Enlighten Us,Jenny Carchman,James Arthur Ray,United States,"January 18, 2017",2016,TV-14,93 min,Documentaries,This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers.
3352,81127902,Movie,A Fall from Grace,Tyler Perry,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb, Mehcad Brooks, Adrian Pasdar, Tyler Perry",,"January 17, 2020",2020,TV-MA,121 min,"Dramas, Thrillers","When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry."
3355,80191988,Movie,Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter","Julián Arango, Antonio Sanint",Colombia,"January 17, 2018",2018,TV-MA,62 min,Stand-Up Comedy,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera."
3357,80117452,Movie,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,United States,"January 17, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan."
3358,80152003,Movie,Roger Corman's Death Race 2050,G.J. Echternkamp,"Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson",United States,"January 17, 2017",2017,R,93 min,"Action & Adventure, Sci-Fi & Fantasy","In this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America."
3360,70268449,Movie,The Square,Jehane Noujaim,"Ahmed Hassan, Khalid Abdalla, Magdy Ashour, Ramy Essam, Bothaina Kamel, Dina Abdullah, Aida Elkashef, Ragia Omran, Pierre Seyoufr, Dina Amer, Sherif Boray, Khaled Nagy, Salma Saied, Ahmed Saleh, Alaa Seif","United Kingdom, Egypt, United States","January 17, 2014",2013,TV-MA,105 min,"Documentaries, International Movies","This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments."
3361,81147285,Movie,Deadcon,Caryn Waechter,"Lauren Elizabeth, Claudia Sulewski, Keith Machekanyanga, Mimi Gianopulos, Lukas Gage, Carl Gilliard, Caeli, Mark Dohner, Jessie Paege, Richard Kohnke, Dominic Burgess, Judah Mackey",United States,"January 16, 2020",2019,TV-MA,78 min,Horror Movies,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise."
